Name,Center
MANYATTA,"{""lat"":-0.416462,""lon"":37.459881}"
RUNYENJES,"{""lat"":-0.402893,""lon"":37.561233}"
"MBEERE SOUTH","{""lat"":-0.743277,""lon"":37.609371}"
"MBEERE NORTH","{""lat"":-0.539398,""lon"":37.767574}"
