Name,Center
"WEST KASIPUL","{""lat"":-0.539108,""lon"":34.670027}"
"SOUTH KASIPUL","{""lat"":-0.518551,""lon"":34.721142}"
"CENTRAL KASIPUL","{""lat"":-0.446241,""lon"":34.703946}"
"EAST KAMAGAK","{""lat"":-0.467009,""lon"":34.768932}"
"WEST KAMAGAK","{""lat"":-0.491313,""lon"":34.739389}"
