Name,Center
WABERA,"{""lat"":0.367186,""lon"":37.589087}"
"BULLA PESA","{""lat"":0.343186,""lon"":37.569307}"
CHARI,"{""lat"":1.124895,""lon"":38.262751}"
CHERAB,"{""lat"":1.522986,""lon"":38.859639}"
"NGARE MARA","{""lat"":0.642583,""lon"":37.834767}"
BURAT,"{""lat"":0.438391,""lon"":37.475799}"
OLDO/NYIRO,"{""lat"":0.640509,""lon"":37.13382}"
