Name,Center
USONGA,"{""lat"":0.070123,""lon"":34.099002}"
"WEST ALEGO","{""lat"":0.118366,""lon"":34.170475}"
"CENTRAL ALEGO","{""lat"":0.088633,""lon"":34.225191}"
"SIAYA TOWNSHIP","{""lat"":0.057935,""lon"":34.276431}"
"NORTH ALEGO","{""lat"":0.112489,""lon"":34.314956}"
"SOUTH EAST ALEGO","{""lat"":0.017432,""lon"":34.295752}"
