Name,Center
GATUNGA,"{""lat"":-0.126935,""lon"":38.127439}"
MUKOTHIMA,"{""lat"":0.001966,""lon"":38.051809}"
NKONDI,"{""lat"":-0.046231,""lon"":37.96745}"
CHIAKARIGA,"{""lat"":-0.286153,""lon"":37.902876}"
MARIMANTI,"{""lat"":-0.174162,""lon"":37.947635}"
