Name,Center
MUTIRA,"{""lat"":-0.377292,""lon"":37.247959}"
KANYEKINI,"{""lat"":-0.550413,""lon"":37.275953}"
KERUGOYA,"{""lat"":-0.494717,""lon"":37.285024}"
INOI,"{""lat"":-0.379916,""lon"":37.270515}"
