Name,Center
MITABONI,"{""lat"":-1.358963,""lon"":37.257428}"
"KATHIANI CENTRAL","{""lat"":-1.410963,""lon"":37.308244}"
"UPPER KAEWA/IVETI","{""lat"":-1.470537,""lon"":37.314914}"
"LOWER KAEWA/KAANI","{""lat"":-1.479946,""lon"":37.350004}"
