Name,Center
NG'ARARIA,"{""lat"":-0.930322,""lon"":37.025896}"
MURUKA,"{""lat"":-0.921385,""lon"":37.056036}"
KAGUNDU-INI,"{""lat"":-0.900064,""lon"":37.070827}"
GAICHANJIRU,"{""lat"":-0.867353,""lon"":37.056655}"
ITHIRU,"{""lat"":-0.87497,""lon"":36.98837}"
RUCHU,"{""lat"":-0.826485,""lon"":36.922383}"
