Name,Center
"TAKABA SOUTH","{""lat"":3.203117,""lon"":40.325439}"
TAKABA,"{""lat"":3.492896,""lon"":40.12597}"
LAGSURE,"{""lat"":3.62069,""lon"":40.218761}"
DANDU,"{""lat"":3.448398,""lon"":39.897973}"
GITHER,"{""lat"":3.754346,""lon"":39.937141}"
