Name,Center
MUTONGUNI,"{""lat"":-1.1885,""lon"":37.983368}"
KAUWI,"{""lat"":-1.200004,""lon"":37.846705}"
MATINYANI,"{""lat"":-1.29929,""lon"":37.980368}"
"KWA MUTONGA/KITHUMULA","{""lat"":-1.293964,""lon"":37.889553}"
