Name,Center
MARAFA,"{""lat"":-2.991584,""lon"":39.877758}"
MAGARINI,"{""lat"":-3.119388,""lon"":40.093611}"
GONGONI,"{""lat"":-2.973536,""lon"":40.11764}"
ADU,"{""lat"":-2.86337,""lon"":39.675505}"
GARASHI,"{""lat"":-3.091602,""lon"":39.88804}"
