Name,Center
MASONGALENI,"{""lat"":-2.451386,""lon"":38.160124}"
"MTITO ANDEI","{""lat"":-2.704489,""lon"":38.293274}"
THANGE,"{""lat"":-2.508211,""lon"":37.955504}"
IVINGONI/NZAMBANI,"{""lat"":-2.666901,""lon"":38.005437}"
