Name,Center
NYAMAIYA,"{""lat"":-0.50305,""lon"":34.908085}"
BOGICHORA,"{""lat"":-0.581192,""lon"":34.919527}"
BOSAMARO,"{""lat"":-0.634052,""lon"":34.938499}"
BONYAMATUTA,"{""lat"":-0.608159,""lon"":34.958934}"
TOWNSHIP,"{""lat"":-0.557794,""lon"":34.932989}"
