Name,Center
ELDAS,"{""lat"":2.443059,""lon"":39.514542}"
DELLA,"{""lat"":2.417344,""lon"":39.702113}"
"LAKOLEY SOUTH/BASIR","{""lat"":2.307852,""lon"":39.194239}"
"ELNUR/TULA TULA","{""lat"":2.055894,""lon"":39.80451}"
