Name,Center
"TESO NORTH","{""lat"":0.680036,""lon"":34.34132}"
"TESO SOUTH","{""lat"":0.541706,""lon"":34.218339}"
NAMBALE,"{""lat"":0.484942,""lon"":34.313818}"
MATAYOS,"{""lat"":0.404977,""lon"":34.167186}"
BUTULA,"{""lat"":0.351619,""lon"":34.29461}"
FUNYULA,"{""lat"":0.24753,""lon"":34.077159}"
BUDALANGI,"{""lat"":0.07906,""lon"":33.995693}"
