Name,Center
ILMOTIOK,"{""lat"":-0.949811,""lon"":35.499658}"
MARA,"{""lat"":-1.171029,""lon"":35.266637}"
SIANA,"{""lat"":-1.429999,""lon"":35.37165}"
NAIKARRA,"{""lat"":-1.675014,""lon"":35.566172}"
