Name,Center
"KILGORIS CENTRAL","{""lat"":-0.997024,""lon"":34.930424}"
KEYIAN,"{""lat"":-1.029919,""lon"":34.692824}"
"ANGATA BARIKOI","{""lat"":-1.34401,""lon"":34.790022}"
SHANKOE,"{""lat"":-1.02888,""lon"":34.829956}"
KIMINTET,"{""lat"":-1.249854,""lon"":34.978105}"
LOLGORIAN,"{""lat"":-1.161185,""lon"":34.749826}"
