Name,Center
"SOUTH BUKUSU","{""lat"":0.539864,""lon"":34.488063}"
BUMULA,"{""lat"":0.537727,""lon"":34.435396}"
KHASOKO,"{""lat"":0.489825,""lon"":34.421245}"
KABULA,"{""lat"":0.48721,""lon"":34.523935}"
KIMAETI,"{""lat"":0.609829,""lon"":34.404587}"
"WEST BUKUSU","{""lat"":0.604036,""lon"":34.477704}"
SIBOTI,"{""lat"":0.655902,""lon"":34.464716}"
