Name,Center
TAVETA,"{""lat"":-3.424988,""lon"":37.958992}"
WUNDANYI,"{""lat"":-3.284727,""lon"":38.282546}"
MWATATE,"{""lat"":-3.719163,""lon"":38.338262}"
VOI,"{""lat"":-3.363431,""lon"":38.64822}"
