Name,Center
"BUNYALA CENTRAL","{""lat"":0.078213,""lon"":34.041143}"
"BUNYALA NORTH","{""lat"":0.142691,""lon"":34.028305}"
"BUNYALA WEST","{""lat"":0.114056,""lon"":33.957228}"
"BUNYALA SOUTH","{""lat"":0.029459,""lon"":33.98534}"
