Name,Center
SIMAT/KAPSERET,"{""lat"":0.457996,""lon"":35.197187}"
KIPKENYO,"{""lat"":0.514616,""lon"":35.245511}"
NGERIA,"{""lat"":0.40417,""lon"":35.261308}"
MEGUN,"{""lat"":0.345422,""lon"":35.284895}"
LANGAS,"{""lat"":0.524388,""lon"":35.203642}"
