Name,Center
WANGU,"{""lat"":-0.712388,""lon"":37.024809}"
MUGOIRI,"{""lat"":-0.751969,""lon"":37.032837}"
MBIRI,"{""lat"":-0.728173,""lon"":37.188494}"
TOWNSHIP,"{""lat"":-0.718353,""lon"":37.150877}"
MURARANDIA,"{""lat"":-0.726904,""lon"":36.924485}"
GATURI,"{""lat"":-0.656823,""lon"":37.117621}"
