Name,Center
KYOME/THAANA,"{""lat"":-0.973978,""lon"":37.93256}"
NGUUTANI,"{""lat"":-1.094255,""lon"":37.919844}"
MIGWANI,"{""lat"":-1.08365,""lon"":38.077426}"
