Name,Center
PURKO,"{""lat"":-2.027023,""lon"":36.760159}"
ILDAMAT,"{""lat"":-1.857257,""lon"":36.732635}"
DALALEKUTUK,"{""lat"":-1.9605,""lon"":36.926728}"
"MATAPATO NORTH","{""lat"":-2.196188,""lon"":36.826535}"
"MATAPATO SOUTH","{""lat"":-2.40281,""lon"":36.772364}"
