Name,Center
KOTARUK/LOBEI,"{""lat"":2.670023,""lon"":35.307209}"
TURKWEL,"{""lat"":3.187736,""lon"":35.32294}"
LOIMA,"{""lat"":3.104558,""lon"":34.918504}"
LOKIRIAMA/LORENGIPPI,"{""lat"":2.746516,""lon"":34.848348}"
