Name,Center
"KISUMU EAST","{""lat"":-0.106159,""lon"":34.793786}"
"KISUMU WEST","{""lat"":-0.089224,""lon"":34.654886}"
"KISUMU CENTRAL","{""lat"":-0.115682,""lon"":34.741149}"
SEME,"{""lat"":-0.14663,""lon"":34.517169}"
NYANDO,"{""lat"":-0.210135,""lon"":34.867001}"
MUHORONI,"{""lat"":-0.105183,""lon"":35.080538}"
NYAKACH,"{""lat"":-0.321534,""lon"":34.906165}"
