Name,Center
"FRERE TOWN","{""lat"":-4.026693,""lon"":39.687571}"
"ZIWA LA NG'OMBE","{""lat"":-4.025635,""lon"":39.710257}"
MKOMANI,"{""lat"":-4.049616,""lon"":39.696536}"
KONGOWEA,"{""lat"":-4.039917,""lon"":39.689583}"
KADZANDANI,"{""lat"":-4.011672,""lon"":39.705207}"
