Name,Center
KAPYEGO,"{""lat"":1.158617,""lon"":35.499453}"
SAMBIRIR,"{""lat"":1.108925,""lon"":35.577675}"
ENDO,"{""lat"":1.211848,""lon"":35.661263}"
"EMBOBUT / EMBULOT","{""lat"":0,""lon"":0}"
