Name,Center
LUSHEYA/LUBINU,"{""lat"":0.30629,""lon"":34.534863}"
MALAHA/ISONGO/MAKUNGA,"{""lat"":0.322897,""lon"":34.609185}"
"EAST WANGA","{""lat"":0.359623,""lon"":34.557414}"
