Name,Center
"SOUTH WEST NYAKACH","{""lat"":-0.37674,""lon"":34.910834}"
"NORTH NYAKACH","{""lat"":-0.273269,""lon"":34.966254}"
"CENTRAL NYAKACH","{""lat"":-0.310445,""lon"":34.9161}"
"WEST NYAKACH","{""lat"":-0.315152,""lon"":34.81339}"
"SOUTH EAST NYAKACH","{""lat"":-0.365169,""lon"":34.974202}"
