Name,Center
HOSPITAL,"{""lat"":-1.259517,""lon"":36.848245}"
MABATINI,"{""lat"":-1.260685,""lon"":36.858783}"
HURUMA,"{""lat"":-1.255732,""lon"":36.87119}"
NGEI,"{""lat"":0,""lon"":0}"
"MLANGO KUBWA","{""lat"":-1.262693,""lon"":36.845754}"
KIAMAIKO,"{""lat"":-1.254507,""lon"":36.875935}"
