Name,Center
"ATHI RIVER","{""lat"":-1.453933,""lon"":36.947448}"
KINANIE,"{""lat"":-1.504198,""lon"":37.068569}"
MUTHWANI,"{""lat"":-1.363832,""lon"":37.078373}"
SYOKIMAU/MULOLONGO,"{""lat"":-1.364339,""lon"":36.935105}"
