Name,Center
KWANZA,"{""lat"":1.147964,""lon"":34.979313}"
ENDEBESS,"{""lat"":1.127767,""lon"":34.772224}"
SABOTI,"{""lat"":0.973901,""lon"":34.845263}"
KIMININI,"{""lat"":0.922091,""lon"":34.970954}"
CHERANGANY,"{""lat"":1.026251,""lon"":35.191681}"
