Name,Center
CHEPCHABAS,"{""lat"":-0.469331,""lon"":35.254268}"
KIMULOT,"{""lat"":-0.493084,""lon"":35.330811}"
MOGOGOSIEK,"{""lat"":-0.61745,""lon"":35.286166}"
BOITO,"{""lat"":-0.529139,""lon"":35.338263}"
EMBOMOS,"{""lat"":-0.561131,""lon"":35.445095}"
