Name,Center
NDALANI,"{""lat"":-1.059659,""lon"":37.459879}"
MATUU,"{""lat"":-1.136927,""lon"":37.556596}"
KITHIMANI,"{""lat"":-1.167994,""lon"":37.455519}"
IKOMBE,"{""lat"":-1.273431,""lon"":37.621019}"
KATANGI,"{""lat"":-1.417164,""lon"":37.725715}"
