Name,Center
KARAU,"{""lat"":-0.312793,""lon"":36.338455}"
"KANJUIRI RANGE","{""lat"":-0.294827,""lon"":36.269238}"
MIRANGINE,"{""lat"":-0.194332,""lon"":36.239518}"
KAIMBAGA,"{""lat"":-0.333398,""lon"":36.398186}"
RURII,"{""lat"":-0.207928,""lon"":36.378193}"
