Name,Center
"WEST KARACHUONYO","{""lat"":-0.381617,""lon"":34.470474}"
"NORTH KARACHUONYO","{""lat"":-0.366053,""lon"":34.653298}"
CENTRAL,"{""lat"":-0.340295,""lon"":34.609401}"
KANYALUO,"{""lat"":-0.44065,""lon"":34.624863}"
KIBIRI,"{""lat"":-0.423429,""lon"":34.559937}"
WANGCHIENG,"{""lat"":-0.334601,""lon"":34.728577}"
"KENDU BAY TOWN","{""lat"":-0.327526,""lon"":34.662961}"
