Name,Center
EL-BARTA,"{""lat"":1.578105,""lon"":36.873266}"
NACHOLA,"{""lat"":1.685145,""lon"":36.594567}"
NDOTO,"{""lat"":1.746067,""lon"":37.121868}"
NYIRO,"{""lat"":2.137554,""lon"":36.777235}"
"ANGATA NANYOKIE","{""lat"":1.310489,""lon"":36.724061}"
BAAWA,"{""lat"":1.121963,""lon"":36.894417}"
