Name,Center
TETU,"{""lat"":-0.457566,""lon"":36.830012}"
KIENI,"{""lat"":-0.234491,""lon"":36.94278}"
MATHIRA,"{""lat"":-0.390103,""lon"":37.147981}"
OTHAYA,"{""lat"":-0.543337,""lon"":36.832511}"
MUKURWEINI,"{""lat"":-0.575801,""lon"":37.083069}"
"NYERI TOWN","{""lat"":-0.418848,""lon"":36.966874}"
