Name,Center
"MANDERA WEST","{""lat"":3.427223,""lon"":40.147269}"
BANISSA,"{""lat"":3.996367,""lon"":40.507561}"
"MANDERA NORTH","{""lat"":3.649411,""lon"":40.741742}"
"MANDERA SOUTH","{""lat"":2.80022,""lon"":40.775923}"
"MANDERA EAST","{""lat"":3.703792,""lon"":41.609367}"
LAFEY,"{""lat"":3.505552,""lon"":41.247341}"
