Name,Center
"WAJIR NORTH","{""lat"":2.970742,""lon"":39.646124}"
"WAJIR EAST","{""lat"":1.946942,""lon"":40.641246}"
TARBAJ,"{""lat"":2.35605,""lon"":40.232509}"
"WAJIR WEST","{""lat"":1.659871,""lon"":39.530075}"
ELDAS,"{""lat"":2.280838,""lon"":39.456215}"
"WAJIR SOUTH","{""lat"":0.988037,""lon"":40.35788}"
