Name,Center
TINDERET,"{""lat"":-0.006737,""lon"":35.241361}"
ALDAI,"{""lat"":0.048994,""lon"":34.959025}"
"NANDI HILLS","{""lat"":0.127703,""lon"":35.265431}"
CHESUMEI,"{""lat"":0.283948,""lon"":35.091244}"
EMGWEN,"{""lat"":0.186586,""lon"":35.093338}"
MOSOP,"{""lat"":0.454411,""lon"":35.02995}"
