Name,Center
MWEA,"{""lat"":-0.798737,""lon"":37.376746}"
MAKIMA,"{""lat"":-0.810243,""lon"":37.536755}"
"MBETI SOUTH","{""lat"":-0.655704,""lon"":37.545541}"
MAVURIA,"{""lat"":-0.731412,""lon"":37.685158}"
KIAMBERE,"{""lat"":-0.719119,""lon"":37.823347}"
