Name,Center
MBOONI,"{""lat"":-1.65194,""lon"":37.596311}"
KILOME,"{""lat"":-1.845378,""lon"":37.284105}"
KAITI,"{""lat"":-1.772546,""lon"":37.438375}"
MAKUENI,"{""lat"":-1.929547,""lon"":37.711208}"
"KIBWEZI WEST","{""lat"":-2.253424,""lon"":37.804137}"
"KIBWEZI EAST","{""lat"":-2.607874,""lon"":38.145065}"
