Name,Center
MAKINDU,"{""lat"":-2.245671,""lon"":37.78107}"
NGUUMO,"{""lat"":-2.400618,""lon"":37.849465}"
"KIKUMBULYU NORTH","{""lat"":-2.262284,""lon"":38.020486}"
"KIKUMBULYU SOUTH","{""lat"":-2.365046,""lon"":37.995919}"
NGUU/MASUMBA,"{""lat"":-2.070987,""lon"":37.628411}"
EMALI/MULALA,"{""lat"":-2.031594,""lon"":37.504816}"
