Name,Center
"MT. ELGON","{""lat"":0.92717,""lon"":34.596096}"
SIRISIA,"{""lat"":0.745145,""lon"":34.471808}"
KABUCHAI,"{""lat"":0.692551,""lon"":34.602713}"
BUMULA,"{""lat"":0.566062,""lon"":34.456255}"
KANDUYI,"{""lat"":0.55673,""lon"":34.591743}"
"WEBUYE EAST","{""lat"":0.660835,""lon"":34.786017}"
"WEBUYE WEST","{""lat"":0.624864,""lon"":34.702303}"
KIMILILI,"{""lat"":0.785175,""lon"":34.733495}"
TONGAREN,"{""lat"":0.782765,""lon"":34.927083}"
