Name,Center
MSAMBWENI,"{""lat"":-4.435073,""lon"":39.512627}"
LUNGALUNGA,"{""lat"":-4.46147,""lon"":39.109774}"
MATUGA,"{""lat"":-4.244685,""lon"":39.433834}"
KINANGO,"{""lat"":-3.979582,""lon"":39.104945}"
