Name,Center
"KILIFI NORTH","{""lat"":-3.461278,""lon"":39.888612}"
"KILIFI SOUTH","{""lat"":-3.802273,""lon"":39.745179}"
KALOLENI,"{""lat"":-3.760289,""lon"":39.525891}"
RABAI,"{""lat"":-3.903915,""lon"":39.606989}"
GANZE,"{""lat"":-3.452556,""lon"":39.510173}"
MALINDI,"{""lat"":-3.211497,""lon"":39.913623}"
MAGARINI,"{""lat"":-2.899511,""lon"":39.733068}"
