Name,Center
"KERIO DELTA","{""lat"":2.856554,""lon"":36.067227}"
KANG'ATOTHA,"{""lat"":3.330796,""lon"":35.961867}"
KALOKOL,"{""lat"":3.51313,""lon"":35.722682}"
"LODWAR TOWNSHIP","{""lat"":3.20901,""lon"":35.679575}"
KANAMKEMER,"{""lat"":3.083757,""lon"":35.694347}"
