Name,Center
"MALABA CENTRAL","{""lat"":0.636797,""lon"":34.288723}"
"MALABA NORTH","{""lat"":0.663669,""lon"":34.317665}"
"ANG'URAI SOUTH","{""lat"":0.682972,""lon"":34.367242}"
"ANG'URAI NORTH","{""lat"":0.737609,""lon"":34.342897}"
"ANG'URAI EAST","{""lat"":0.741906,""lon"":34.396817}"
"MALABA SOUTH","{""lat"":0.616883,""lon"":34.312369}"
