Name,Center
"KIPINI EAST","{""lat"":-2.487262,""lon"":40.52761}"
"GARSEN SOUTH","{""lat"":-2.424454,""lon"":40.090158}"
"KIPINI WEST","{""lat"":-2.550847,""lon"":40.265249}"
"GARSEN CENTRAL","{""lat"":-2.326102,""lon"":40.206964}"
"GARSEN WEST","{""lat"":-2.365921,""lon"":39.318444}"
"GARSEN NORTH","{""lat"":-2.008148,""lon"":39.999678}"
