Name,Center
KAREN,"{""lat"":-1.333249,""lon"":36.726413}"
"NAIROBI WEST","{""lat"":-1.318399,""lon"":36.814062}"
MUGUMU-INI,"{""lat"":-1.369875,""lon"":36.850249}"
"SOUTH C","{""lat"":-1.3196,""lon"":36.832268}"
