Name,Center
"NYALENDA 'A'","{""lat"":-0.110778,""lon"":34.772652}"
RAILWAYS,"{""lat"":-0.068981,""lon"":34.756676}"
MIGOSI,"{""lat"":-0.069772,""lon"":34.777945}"
"SHAURIMOYO KALOLENI","{""lat"":-0.091383,""lon"":34.767243}"
"MARKET MILIMANI","{""lat"":-0.123495,""lon"":34.725161}"
KONDELE,"{""lat"":-0.0839,""lon"":34.779663}"
"NYALENDA B","{""lat"":-0.142473,""lon"":34.732296}"
