Name,Center
TIATY,"{""lat"":1.05144,""lon"":36.018897}"
"BARINGO  NORTH","{""lat"":0.753312,""lon"":35.794812}"
"BARINGO CENTRAL","{""lat"":0.427763,""lon"":35.748744}"
"BARINGO SOUTH","{""lat"":0.468455,""lon"":36.063226}"
MOGOTIO,"{""lat"":0.186067,""lon"":35.9955}"
"ELDAMA RAVINE","{""lat"":0.021768,""lon"":35.745561}"
