Name,Center
MASINGA,"{""lat"":-0.944949,""lon"":37.606999}"
YATTA,"{""lat"":-1.23503,""lon"":37.580471}"
KANGUNDO,"{""lat"":-1.339133,""lon"":37.358118}"
MATUNGULU,"{""lat"":-1.207515,""lon"":37.248432}"
KATHIANI,"{""lat"":-1.415353,""lon"":37.298091}"
MAVOKO,"{""lat"":-1.435794,""lon"":37.058744}"
"MACHAKOS TOWN","{""lat"":-1.586935,""lon"":37.225445}"
MWALA,"{""lat"":-1.418234,""lon"":37.524461}"
