Name,Center
"SAMBURU WEST","{""lat"":1.040719,""lon"":36.638139}"
"SAMBURU NORTH","{""lat"":1.682815,""lon"":36.832172}"
"SAMBURU EAST","{""lat"":1.081354,""lon"":37.476659}"
