Name,Center
"KIPKELION EAST","{""lat"":-0.169302,""lon"":35.513312}"
"KIPKELION WEST","{""lat"":-0.148693,""lon"":35.396737}"
AINAMOI,"{""lat"":-0.303028,""lon"":35.276669}"
BURETI,"{""lat"":-0.562575,""lon"":35.133333}"
BELGUT,"{""lat"":-0.410786,""lon"":35.269715}"
SIGOWET/SOIN,"{""lat"":-0.298796,""lon"":35.113227}"
