Name,Center
RONGO,"{""lat"":-0.773278,""lon"":34.59531}"
AWENDO,"{""lat"":-0.869636,""lon"":34.541918}"
"SUNA EAST","{""lat"":-1.054182,""lon"":34.487311}"
"SUNA WEST","{""lat"":-1.089822,""lon"":34.359202}"
URIRI,"{""lat"":-0.939796,""lon"":34.448218}"
NYATIKE,"{""lat"":-0.920507,""lon"":34.139644}"
"KURIA WEST","{""lat"":-1.174257,""lon"":34.515115}"
"KURIA EAST","{""lat"":-1.274629,""lon"":34.63659}"
