Name,Center
GITOTHUA,"{""lat"":-1.144084,""lon"":36.928934}"
BIASHARA,"{""lat"":-1.11444,""lon"":36.906435}"
GATONGORA,"{""lat"":0,""lon"":0}"
"KAHAWA SUKARI","{""lat"":0,""lon"":0}"
"KAHAWA WENDANI","{""lat"":0,""lon"":0}"
KIUU,"{""lat"":-1.199433,""lon"":37.031199}"
MWIKI,"{""lat"":0,""lon"":0}"
MWIHOKO,"{""lat"":0,""lon"":0}"
