Name,Center
WOTE,"{""lat"":-1.799008,""lon"":37.5944}"
MUVAU/KIKUUMINI,"{""lat"":-1.857336,""lon"":37.652723}"
MAVINDINI,"{""lat"":-1.854004,""lon"":37.81064}"
KITISE/KITHUKI,"{""lat"":-2.025723,""lon"":37.875482}"
KATHONZWENI,"{""lat"":-1.981832,""lon"":37.749131}"
NZAUI/KILILI/KALAMBA,"{""lat"":-1.915382,""lon"":37.54036}"
MBITINI,"{""lat"":-1.970345,""lon"":37.452874}"
