Name,Center
KANGEMA,"{""lat"":-0.671766,""lon"":36.865348}"
MATHIOYA,"{""lat"":-0.617435,""lon"":36.909854}"
KIHARU,"{""lat"":-0.714644,""lon"":37.088281}"
KIGUMO,"{""lat"":-0.789344,""lon"":36.923705}"
MARAGWA,"{""lat"":-0.872034,""lon"":37.180444}"
KANDARA,"{""lat"":-0.884943,""lon"":37.017316}"
GATANGA,"{""lat"":-0.940489,""lon"":37.069444}"
