Name,Center
TABAKA,"{""lat"":-0.734076,""lon"":34.654828}"
BOIKANG'A,"{""lat"":-0.817002,""lon"":34.662678}"
BOGETENGA,"{""lat"":-0.785464,""lon"":34.647361}"
"BORABU / CHITAGO","{""lat"":-0.904547,""lon"":34.680082}"
MOTICHO,"{""lat"":-0.889055,""lon"":34.634845}"
GETENGA,"{""lat"":-0.928125,""lon"":34.65891}"
