Name,Center
SUAM,"{""lat"":1.460226,""lon"":34.903657}"
KODICH,"{""lat"":1.632089,""lon"":35.046333}"
KASEI,"{""lat"":1.986421,""lon"":35.263903}"
KAPCHOK,"{""lat"":1.828101,""lon"":35.085713}"
KIWAWA,"{""lat"":2.156271,""lon"":35.132515}"
ALALE,"{""lat"":2.42162,""lon"":35.097542}"
