Name,Center
KASIPUL,"{""lat"":-0.499234,""lon"":34.709609}"
"KABONDO KASIPUL","{""lat"":-0.440749,""lon"":34.861699}"
KARACHUONYO,"{""lat"":-0.362328,""lon"":34.600892}"
RANGWE,"{""lat"":-0.536376,""lon"":34.568956}"
"HOMA BAY TOWN","{""lat"":-0.554185,""lon"":34.475295}"
NDHIWA,"{""lat"":-0.731236,""lon"":34.381385}"
MBITA,"{""lat"":-0.457118,""lon"":34.175793}"
SUBA,"{""lat"":-0.642825,""lon"":34.093212}"
